OBJECTID,ADDRESS,LOCATION,STREET,PLACEMENT,RACKS,SPACES,GLOBALID,INSTALL_YR,INSTALL_MO,LAT,LON,shape,data_as_of,data_loaded_at,analysis_neighborhood,supervisor_district,SF Find Neighborhoods 2,Current Police Districts 2,Current Supervisor Districts 2,Analysis Neighborhoods 2,Analysis Neighborhoods - 2010 census tracts assigned to neighborhoods 2,"CBD, BID and GBD Boundaries as of 2017 2",Central Market/Tenderloin Boundary Polygon - Updated 2,Neighborhoods
10748,300 DE HARO ST,San Francisco Center for the Book,16TH,SIDEWALK,1,2,,0,0,37.76572,-122.402011,POINT (-122.402010797 37.765720003),1/29/2020 12:38,6/17/2024 10:17,Mission Bay,10,54,1,9,4,68,,,54
8584,2400 Irving St,Goodwill,Irving Street,SIDEWALK,2,4,,2017,7,0,0,POINT (-122.483855819 37.763512861),1/29/2020 12:38,6/17/2024 10:17,Sunset/Parkside,4,39,10,7,35,62,,,39
20438,77 Van Ness Ave,The UPS Store,Van Ness Ave,SIDEWALK,1,2,,2022,12,,,POINT (-122.419353342 37.776063404),2/3/2023 15:08,6/17/2024 10:17,Tenderloin,6,21,4,10,36,132,8,1,21
11673,201 BERRY ST,Philz Coffee,BERRY,SIDEWALK,1,2,,2010,0,37.774699,-122.39407,POINT (-122.394069797 37.774699002),1/29/2020 12:38,6/17/2024 10:17,Mission Bay,6,34,1,10,4,68,,,34
10625,491 GUERRERO ST,Five Pins Project,GUERRERO,SIDEWALK,1,2,,2015,1,37.763441,-122.423863,POINT (-122.423862795 37.763441305),1/29/2020 12:38,6/17/2024 10:17,Mission,9,37,3,5,20,178,,,37
8723,4134 Geary Blvd,Overtime Sports Bar,Geary Blvd,SIDEWALK,1,2,,2017,9,0,0,POINT (-122.46385819 37.78134827),1/29/2020 12:38,6/17/2024 10:17,Inner Richmond,1,5,8,4,11,98,,,5
21801,6210 Geary,Holy Virgin Cathedral,Geary,SIDEWALK,1,2,,2024,2,,,POINT (-122.486248027 37.780343987),1/5/2024 14:18,6/17/2024 10:17,Outer Richmond,1,8,8,4,29,142,,,8
8886,1508 Bancroft Avenue,SFMTA Sign Shop,Bancroft Avenue,SIDEWALK,2,4,,2018,8,0,0,POINT (-122.39123092 37.72486926),1/29/2020 12:38,6/17/2024 10:17,Bayview Hunters Point,10,86,2,9,1,191,,,86
21856,3428 19th Street,,19th Street,SIDEWALK,1,2,,2024,4,,,POINT (-122.420117996 37.760386005),1/26/2024 11:52,6/17/2024 10:17,Mission,9,53,3,2,20,177,,,53
10396,383 KING ST,Avalon at Mission Bay,KING,SIDEWALK,3,3,,2004,0,37.775303,-122.394921,POINT (-122.394920797 37.775303002),1/29/2020 12:38,6/17/2024 10:17,Mission Bay,6,34,1,10,4,68,,,34
13998,2532 Kirkham St,,Kirkham St,SIDEWALK,1,2,,2020,12,,,POINT (-122.487966055 37.759350616),12/31/2020 12:21,6/17/2024 10:17,Sunset/Parkside,4,39,10,7,35,148,,,39
11516,220 BUSH ST,Mills Building,BUSH,SIDEWALK,1,2,,2003,0,37.791387,-122.401294,POINT (-122.401293794 37.791387001),1/29/2020 12:38,6/17/2024 10:17,Financial District/South Beach,3,108,6,3,8,43,,,108
8918,350 Alabama Street,Democratic Socialists of America,Alabama Street,SIDEWALK,2,4,,2018,8,0,0,POINT (-122.412600551 37.764815541),1/29/2020 12:38,6/17/2024 10:17,Mission,9,53,3,2,20,180,,,53
9086,554 CLAYTON ST,Upper Haight Post Office,CLAYTON,SIDEWALK,1,2,,2012,3,37.770042,-122.448321,POINT (-122.44832079 37.770042006),1/29/2020 12:38,6/17/2024 10:17,Haight Ashbury,5,25,7,11,3,91,,,25
12228,250 FOERSTER ST,Sunnyside Elementary School,FOERSTER,SIDEWALK,1,2,,2010,0,37.730439,-122.448721,POINT (-122.448720794 37.73043901),1/29/2020 12:38,6/17/2024 10:17,West of Twin Peaks,7,95,9,8,41,100,,,95
9862,580 California Street,Equity Office Properties,CALIFORNIA,SIDEWALK,1,2,,2016,8,37.79276,-122.404031,POINT (-122.404030774 37.792759796),1/29/2020 12:38,6/17/2024 10:17,Financial District/South Beach,3,108,6,3,8,43,,,108
9989,690 MISSION ST,The Grove,MISSION,SIDEWALK,2,4,,2015,7,37.786538,-122.401952,POINT (-122.401952394 37.786537601),1/29/2020 12:38,6/17/2024 10:17,Financial District/South Beach,6,32,6,10,8,25,4,,32
11930,2500 16TH ST,SF SPCA,16TH,SIDEWALK,1,2,,2000,0,37.765814999999996,-122.411955,POINT (-122.411954796 37.765815004),1/29/2020 12:38,6/17/2024 10:17,Mission,9,53,3,2,20,180,,,53
9405,1755 POLK ST,"Crepe House, The",POLK,ROADWAY,5,10,,2011,12,37.793033,-122.421368,POINT (-122.421367791 37.793033002),1/29/2020 12:38,6/17/2024 10:17,Russian Hill,3,105,4,3,32,45,,,105
21267,220 Noriega Avenue,,Noriega Avenue,SIDEWALK,1,2,,2023,6,,,POINT (-122.465932651 37.754757445),11/13/2023 15:39,6/17/2024 10:17,Inner Sunset,7,44,10,8,14,114,,,44
11791,661 HOWARD ST,ThirstyBear Brewing,KAPLAN,SIDEWALK,1,2,,0,0,37.785481,-122.399586,POINT (-122.399585795 37.785481002),1/29/2020 12:38,6/17/2024 10:17,Financial District/South Beach,6,32,1,10,8,25,4,,32
21279,113 Carl St,Mellow & Barbers,Carl St,SIDEWALK,1,2,,2023,6,,,POINT (-122.450301452 37.765679657),11/13/2023 15:39,6/17/2024 10:17,Haight Ashbury,8,29,7,11,3,135,,,29
12208,696 VALENCIA ST,F.S.C Barber,VALENCIA,SIDEWALK,2,4,,2012,7,37.761807999999995,-122.421893,POINT (-122.421892794 37.761808005),1/29/2020 12:38,6/17/2024 10:17,Mission,9,37,3,5,20,76,,,37
11536,400 MCALLISTER ST,Superior Court House,MCALLISTER,SIDEWALK,7,14,,2000,0,37.780514,-122.419001,POINT (-122.419000793 37.780514003),1/29/2020 12:38,6/17/2024 10:17,Tenderloin,5,21,4,10,36,132,8,1,21
9986,320 FELL ST,Fatted Calf Charcuterie,FELL,SIDEWALK,2,4,,2012,4,37.776154999999996,-122.423182,POINT (-122.423181792 37.776155004),1/29/2020 12:38,6/17/2024 10:17,Hayes Valley,5,22,4,11,9,70,,,22
13977,335 7th St,,,SIDEWALK,2,4,,2020,9,,,POINT (-122.406989438 37.776055059),12/31/2020 12:19,6/17/2024 10:17,South of Market,6,32,1,10,34,35,,,32
14330,800 Santiago Street,"Victoria Tobar, DMD",Santiago Street,SIDEWALK,1,2,,2021,11,,,POINT (-122.475886051 37.744922018),12/29/2021 16:46,6/17/2024 10:17,Sunset/Parkside,4,40,10,7,35,31,,,40
9523,1001 Church,Ming House Cleaners,CHURCH,SIDEWALK,1,2,,2016,10,37.754854,-122.427645,POINT (-122.427644759 37.754853732),1/29/2020 12:38,6/17/2024 10:17,Noe Valley,8,52,3,5,22,86,,,52
21217,575 Market Street,,Market Street,SIDEWALK,3,6,,2023,2,,,POINT (-122.400707617 37.789743939),11/13/2023 15:39,6/17/2024 10:17,Financial District/South Beach,6,108,6,10,8,25,,,108
11398,570 GROVE ST,UNKNOWN,GROVE,SIDEWALK,1,2,,2006,0,37.777716,-122.425961,POINT (-122.425960792 37.777716004),1/29/2020 12:38,6/17/2024 10:17,Hayes Valley,5,22,4,11,9,70,,,22
10017,1701 CHURCH ST,Getzwell Pediatrics,CHURCH,SIDEWALK,1,2,,2015,1,37.743575,-122.426357,POINT (-122.426356796 37.743575007),1/29/2020 12:38,6/17/2024 10:17,Noe Valley,8,84,9,5,22,174,,,84
9643,1508 CHURCH ST,UNKNOWN,CHURCH,SIDEWALK,1,2,,2002,0,37.746601999999996,-122.427215,POINT (-122.427214796 37.746602006),1/29/2020 12:38,6/17/2024 10:17,Noe Valley,8,84,9,5,22,174,,,84
11197,4056 MISSION ST,SF Electrical Training Facility,MISSION,SIDEWALK,2,4,,2010,0,37.732808,-122.427706,POINT (-122.427705797 37.732808007),1/29/2020 12:38,6/17/2024 10:17,Outer Mission,8,93,9,5,28,186,,,93
12085,509 DIVISADERO ST,Holy of Holiness,DIVISADERO,SIDEWALK,1,2,,2015,1,37.774453,-122.437895,POINT (-122.437894791 37.774453305),1/29/2020 12:38,6/17/2024 10:17,Hayes Valley,5,24,7,11,9,1,,,24
13922,433 Powell,,Powell,SIDEWALK,5,10,,2020,12,,,POINT (-122.408464361 37.788646568),12/31/2020 12:16,6/17/2024 10:17,Financial District/South Beach,3,19,6,3,8,43,5,,19
11009,4720 03RD ST,Positive Directiond Equals Change,03RD,SIDEWALK,1,2,,2003,0,37.735437999999995,-122.390832,POINT (-122.390831802 37.735438005),1/29/2020 12:38,6/17/2024 10:17,Bayview Hunters Point,10,86,2,9,1,26,,,86
10885,312 Valencia St,Body Chemistry,VALENCIA,SIDEWALK,1,2,,2017,4,37.767905,-122.422263,POINT (-122.422263182 37.767905486),1/29/2020 12:38,6/17/2024 10:17,Mission,9,37,3,5,20,178,,,37
13839,3301 Lyon Street,Palace of Fine Arts,Lyon Street,SIDEWALK,2,4,,2020,10,,,POINT (-122.447796817 37.801554086),12/31/2020 12:11,6/17/2024 10:17,Marina,2,17,4,6,13,9,,,17
10268,246 01ST ST,UNKNOWN,01ST,SIDEWALK,1,2,,2003,0,37.787728,-122.39565,POINT (-122.395649795 37.787728002),1/29/2020 12:38,6/17/2024 10:17,Financial District/South Beach,6,32,1,10,8,25,3,,32
14421,2199 22ND AVE,,22ND AVE,SIDEWALK,1,2,,2021,10,,,POINT (-122.479189474 37.746824045),12/29/2021 16:46,6/17/2024 10:17,Sunset/Parkside,4,40,10,7,35,31,,,40
9625,2704 24TH ST,Nutrition & Kids,24TH,SIDEWALK,1,2,,2012,2,37.753143,-122.406678,POINT (-122.406677798 37.753143005),1/29/2020 12:38,6/17/2024 10:17,Mission,9,53,3,2,20,164,,,53
12530,1814 45th Avenue,Papa Mak's Burgers,45th Avenue,SIDEWALK,2,4,,2019,12,37.75261176,-122.5042951,POINT (-122.504295137 37.752611755),1/31/2020 14:21,6/17/2024 10:17,Sunset/Parkside,4,39,10,7,35,103,,,39
10296,3140 MISSION ST,Roccapulco's,MISSION,SIDEWALK,1,2,,2015,1,37.74714,-122.419209,POINT (-122.419209296 37.747139706),1/29/2020 12:38,6/17/2024 10:17,Bernal Heights,9,83,9,2,2,188,,,83
10173,3951 Balboa,CVC,BALBOA,SIDEWALK,1,2,,2016,10,37.775476,-122.501062,POINT (-122.501061991 37.775475523),1/29/2020 12:38,6/17/2024 10:17,Outer Richmond,1,8,8,4,29,145,,,8
13509,1000 Dolores Street,,Dolores Street,SIDEWALK,1,2,,2020,3,,,POINT (-122.425383222 37.753287976),6/19/2020 15:02,6/17/2024 10:17,Noe Valley,8,52,3,5,22,86,,,52
12459,4001 18TH ST,Kasa Indian Eatery,18TH,SIDEWALK,1,2,,2011,8,37.760815,-122.432945,POINT (-122.432944793 37.760815006),1/29/2020 12:38,6/17/2024 10:17,Castro/Upper Market,8,38,3,5,5,162,,,38
11836,428 BERRY ST,UNKNOWN,BERRY,SIDEWALK,3,3,,2007,0,37.772003999999995,-122.399071,POINT (-122.399070697 37.772003673),1/29/2020 12:38,6/17/2024 10:17,Mission Bay,6,34,1,10,4,68,,,34
8981,402 Haight Street,The Lodge,Haight Street,SIDEWALK,2,4,,2018,7,0,0,POINT (-122.429001991 37.772485329),1/29/2020 12:38,6/17/2024 10:17,Hayes Valley,5,26,4,11,9,137,,,26
9886,2330 MISSION ST,Mission Thrift,MISSION,SIDEWALK,2,4,,2013,9,37.759724,-122.419447,POINT (-122.419447295 37.759723925),1/29/2020 12:38,6/17/2024 10:17,Mission,9,53,3,2,20,177,,,53
20811,1880 Mission Street,0,Mission Street,SIDEWALK,1,2,,2023,11,,,POINT (-122.419926225 37.767058289),11/13/2023 15:31,6/17/2024 10:17,Mission,9,53,3,2,20,89,,,53
12347,595 MISSION ST,Peet's Coffee,MISSION,SIDEWALK,1,2,,2010,11,37.788156,-122.399262,POINT (-122.399261796 37.788156001),1/29/2020 12:38,6/17/2024 10:17,Financial District/South Beach,6,32,1,10,8,25,3,,32
10167,547 CLAYTON ST,residential,CLAYTON,SIDEWALK,1,2,,0,0,37.77039,-122.448994,POINT (-122.44899379 37.770390006),1/29/2020 12:38,6/17/2024 10:17,Haight Ashbury,5,25,7,11,3,91,,,25
20289,402 Balboa Street,BobaBunni,Balboa Street,SIDEWALK,1,2,,2022,4,,,POINT (-122.463065821 37.777285381),2/3/2023 15:11,6/17/2024 10:17,Inner Richmond,1,5,8,4,11,141,,,5
9680,444 BATTERY ST,LiveNation Punch Line Comedy Club,BATTERY,SIDEWALK,1,2,,2010,0,37.795508999999996,-122.399931,POINT (-122.399930794 37.795509001),1/29/2020 12:38,6/17/2024 10:17,Financial District/South Beach,3,108,6,3,8,22,,,108
12737,710 La Playa Street,The Fit Club Gym,La Playa Street,SIDEWALK,2,4,,2019,12,37.77478869,-122.5101345,POINT (-122.510134494 37.774788686),1/31/2020 14:21,6/17/2024 10:17,Outer Richmond,1,8,8,4,29,145,,,8
10302,500 CORTLAND AVE,Bernal Heights Branch Library,CORTLAND,SIDEWALK,1,2,,2005,0,37.738531,-122.416136,POINT (-122.416135798 37.738531006),1/29/2020 12:38,6/17/2024 10:17,Bernal Heights,9,83,9,2,2,158,,,83
9522,1020 MARKET ST,Show Dogs Sausages,MARKET,PARCEL,3,6,,2013,0,37.782039,-122.410976,POINT (-122.410975794 37.782039003),1/29/2020 12:38,6/17/2024 10:17,Tenderloin,5,20,5,10,36,131,6,1,20
9551,550 GENE FRIEND WAY,UCSF Mission Bay South Street Retail & Bench Area,GENE FRIEND,PARCEL,1,7,,2005,0,37.769014999999996,-122.389757,POINT (-122.389756799 37.769015003),1/29/2020 12:38,6/17/2024 10:17,Mission Bay,6,34,1,10,4,68,,,34
13765,180 Berry Street,,Berry Street,SIDEWALK,4,8,,2020,8,,,POINT (-122.392810872 37.77622924),12/31/2020 11:57,6/17/2024 10:17,Mission Bay,6,34,1,10,4,68,,,34
10756,837 JONES ST,Clark's Unicorn Emporium,JONES,SIDEWALK,1,2,,2015,9,37.788937,-122.413697,POINT (-122.41369704 37.788936853),1/29/2020 12:38,6/17/2024 10:17,Nob Hill,3,50,6,3,21,10,,,50
21515,1521 15th Street,,15th Street,SIDEWALK,1,2,,2024,4,,,POINT (-122.417987987 37.766541004),1/26/2024 11:52,6/17/2024 10:17,Mission,9,53,3,2,20,89,,,53
11679,985 SHOTWELL ST,UNKNOWN,SHOTWELL,SIDEWALK,1,2,,2002,0,37.752648,-122.414976,POINT (-122.414975596 37.752647865),1/29/2020 12:38,6/17/2024 10:17,Mission,9,53,3,2,20,166,,,53
13442,1509 Ocean Avenue,North East Medical Services,Ocean Avenue,SIDEWALK,2,4,,2020,2,,,POINT (-122.458443598 37.724101001),6/19/2020 13:18,6/17/2024 10:17,Oceanview/Merced/Ingleside,11,64,10,8,24,127,13,,64
13452,1959 Ocean Avenue,Ocean Accupuncture & Health Center,Ocean Avenue,SIDEWALK,4,8,,2020,2,,,POINT (-122.463661829 37.725546531),6/19/2020 13:18,6/17/2024 10:17,West of Twin Peaks,7,67,10,8,41,107,13,,67
14144,345 Green St,,Green St,SIDEWALK,1,2,,2021,3,,,POINT (-122.405019637 37.800013165),12/29/2021 16:46,6/17/2024 10:17,North Beach,3,18,6,3,23,50,,,18
9229,1032 VALENCIA ST,Lost Weekend Video,VALENCIA,SIDEWALK,1,2,,2005,0,37.75634,-122.421352,POINT (-122.421351795 37.756340005),1/29/2020 12:38,6/17/2024 10:17,Mission,9,52,3,5,20,76,,,52
12175,101 CLEMENT ST,Fabrix,CLEMENT,SIDEWALK,1,2,,2004,0,37.782885,-122.460282,POINT (-122.460282186 37.782884696),1/29/2020 12:38,6/17/2024 10:17,Inner Richmond,1,5,8,4,11,98,,,5
9985,3380 24TH ST,Michelle's Hair Salon,24TH,SIDEWALK,1,2,,2004,0,37.752323,-122.420166,POINT (-122.420165795 37.752323006),1/29/2020 12:38,6/17/2024 10:17,Mission,9,53,3,2,20,87,,,53
11884,340 MASON ST,UNKNOWN,MASON,SIDEWALK,1,2,,2003,0,37.786963,-122.409643,POINT (-122.409642794 37.786963002),1/29/2020 12:38,6/17/2024 10:17,Tenderloin,3,19,5,3,36,20,5,1,19
21796,6720 Geary,residential,Geary,SIDEWALK,1,2,,2024,2,,,POINT (-122.491442325 37.779912454),1/5/2024 14:18,6/17/2024 10:17,Outer Richmond,1,8,8,4,29,142,,,8
20501,299 2nd Street,The Clancy Hotel,2nd Street,SIDEWALK,2,4,,2023,1,,,POINT (-122.460160801 37.783323005),2/3/2023 15:21,6/17/2024 10:17,Inner Richmond,1,5,8,4,11,98,,,5
8916,2001 37th Avenue,St Ignatius High School,37th Avenue,SIDEWALK,1,2,,2018,7,0,0,POINT (-122.495820019 37.748863832),1/29/2020 12:38,6/17/2024 10:17,Sunset/Parkside,4,39,10,7,35,144,,,39
20426,755 Buena Vista Avenue West,,Buena Vista Avenue West,SIDEWALK,1,2,,2022,12,,,POINT (-122.443580155 37.768295254),2/3/2023 15:09,6/17/2024 10:17,Haight Ashbury,8,112,7,5,3,183,,,112
8822,2325 Union Street,St. Mary's Episcopal,Union Street,SIDEWALK,1,2,,2019,2,0,0,POINT (-122.43760158 37.796533479),1/29/2020 12:38,6/17/2024 10:17,Marina,2,14,4,6,13,82,,,14
12828,619 Market St,,Market St,SIDEWALK,3,6,,2019,12,37.78891079,-122.4017311,POINT (-122.40173114 37.788910789),1/31/2020 14:21,6/17/2024 10:17,Financial District/South Beach,6,108,6,10,8,25,4,,108
10165,2240 Polk,Gioia Pizzeria,POLK,SIDEWALK,1,2,,2017,2,37.797367,-122.421968,POINT (-122.42196773 37.797367384),1/29/2020 12:38,6/17/2024 10:17,Russian Hill,3,105,4,3,32,15,,,105
21263,501 Brannan Street,,Brannan Street,SIDEWALK,3,6,,2023,6,,,POINT (-122.396599433 37.778208974),11/13/2023 15:39,6/17/2024 10:17,South of Market,6,32,1,10,34,179,,,32
10012,1567 PACIFIC AVE,Consignment Sports Store,PACIFIC,SIDEWALK,2,4,,2010,0,37.795006,-122.421045,POINT (-122.421044791 37.795006003),1/29/2020 12:38,6/17/2024 10:17,Russian Hill,3,105,4,3,32,45,,,105
12709,3400 23rd street,UpForDayz Coffee,23rd street,SIDEWALK,2,4,,2019,12,37.75370705,-122.4208835,POINT (-122.420883497 37.753707046),1/31/2020 14:21,6/17/2024 10:17,Mission,9,53,3,5,20,176,,,53
8944,2100 Mission Street,One $ Store,Mission Street,SIDEWALK,1,2,,2018,5,0,0,POINT (-122.419795022 37.763227911),1/29/2020 12:38,6/17/2024 10:17,Mission,9,53,3,2,20,177,,,53
11549,631 OFARRELL ST,Dong Baek,OFARRELL,SIDEWALK,1,2,,2012,11,37.785235,-122.415107,POINT (-122.415107193 37.785234992),1/29/2020 12:38,6/17/2024 10:17,Tenderloin,5,20,5,10,36,64,6,1,20
11096,2345 24TH AVE,SFPD Taraval Station,24TH,SIDEWALK,2,4,,2015,1,37.743826999999996,-122.481152,POINT (-122.481152288 37.743827111),1/29/2020 12:38,6/17/2024 10:17,Sunset/Parkside,4,40,10,7,35,31,,,40
12549,7 Uranus Terrace,Apartment/Residential,Uranus Terrace,SIDEWALK,1,2,,2019,12,37.76166596,-122.4453813,POINT (-122.445381275 37.76166596),1/31/2020 14:21,6/17/2024 10:17,Castro/Upper Market,8,115,7,5,5,134,,,115
10700,4517 03RD ST,Super Save,03RD,SIDEWALK,1,2,,2004,0,37.736546,-122.389687,POINT (-122.389686803 37.736546005),1/29/2020 12:38,6/17/2024 10:17,Bayview Hunters Point,10,86,2,9,1,26,,,86
9073,401 EUCLID AVE,Laurel Hill Nursery School,EUCLID,SIDEWALK,1,2,,2003,0,37.783795,-122.452716,POINT (-122.452715788 37.783795005),1/29/2020 12:38,6/17/2024 10:17,Presidio Heights,2,11,8,6,31,77,,,11
10982,499 Illinois Street,Medical Building,ILLINOIS,SIDEWALK,3,6,,2017,1,37.765685999999995,-122.387955,POINT (-122.387955408 37.765686095),1/29/2020 12:38,6/17/2024 10:17,Mission Bay,6,34,1,10,4,68,,,34
8552,1941 Irving Street,Sheng Kee Bakery,Irving Street,SIDEWALK,1,2,,2018,12,0,0,POINT (-122.478883119 37.7632394),1/29/2020 12:38,6/17/2024 10:17,Sunset/Parkside,4,39,10,7,35,62,,,39
9798,2549 Irving St,Artisans of San Francisco,IRVING,SIDEWALK,1,2,,2017,7,37.76314,-122.485148,POINT (-122.485147694 37.763139625),1/29/2020 12:38,6/17/2024 10:17,Sunset/Parkside,4,39,10,7,35,61,,,39
14353,350 3rd St,Crunch Gym,3rd St,SIDEWALK,2,4,,2021,9,,,POINT (-122.398274722 37.783250682),12/29/2021 16:46,6/17/2024 10:17,South of Market,6,32,1,10,34,36,4,,32
10492,1062 VALENCIA ST,The Marsh,VALENCIA,SIDEWALK,1,2,,2002,0,37.755784,-122.42129,POINT (-122.421289796 37.755784006),1/29/2020 12:38,6/17/2024 10:17,Mission,9,52,3,5,20,76,,,52
14326,1500 Union St,,Union St,SIDEWALK,1,2,,2021,11,,,POINT (-122.424148125 37.798539697),12/29/2021 16:46,6/17/2024 10:17,Marina,2,15,4,6,13,81,,,15
9824,1543 HAIGHT ST,UNKNOWN,HAIGHT,SIDEWALK,1,2,,2003,0,37.769622,-122.447655,POINT (-122.44765479 37.769622006),1/29/2020 12:38,6/17/2024 10:17,Haight Ashbury,5,25,7,11,3,91,,,25
9851,373 WEST PORTAL AVE,Healthy Pets,WEST PORTAL,SIDEWALK,1,2,,2012,8,37.73688,-122.469876,POINT (-122.46987579 37.736880011),1/29/2020 12:38,6/17/2024 10:17,West of Twin Peaks,7,46,10,8,41,149,,,46
9500,675 CALIFORNIA ST,Eight Inc,CALIFORNIA,SIDEWALK,3,6,,2012,4,37.792275,-122.405681,POINT (-122.405680794 37.792275001),1/29/2020 12:38,6/17/2024 10:17,Financial District/South Beach,3,104,6,3,8,43,,,104
11514,835 MARKET ST,Westfield,MISSION,SIDEWALK,2,4,,2013,1,37.784392,-122.406391,POINT (-122.406390795 37.784392002),1/29/2020 12:38,6/17/2024 10:17,South of Market,6,32,5,10,34,181,5,,32
12660,600 Sansome,Office building,Sansome,SIDEWALK,1,2,,2019,12,37.79581132,-122.4016835,POINT (-122.401683505 37.795811321),1/31/2020 14:21,6/17/2024 10:17,Chinatown,3,106,6,3,6,55,,,106
9528,2249 MARKET ST,UNKNOWN,MARKET,SIDEWALK,1,2,,2003,0,37.765049999999995,-122.431879,POINT (-122.431878793 37.765050006),1/29/2020 12:38,6/17/2024 10:17,Castro/Upper Market,8,38,3,5,5,88,9,,38
14193,117 Bartlett,,Bartlett,SIDEWALK,4,8,,2021,4,,,POINT (-122.419830633 37.754970986),12/29/2021 16:46,6/17/2024 10:17,Mission,9,53,3,2,20,87,,,53
21191,2155 Webster Street,,Webster Street,SIDEWALK,3,6,,2023,2,,,POINT (-122.432554966 37.790510715),11/13/2023 15:39,6/17/2024 10:17,Pacific Heights,2,102,4,6,30,79,,,102
11681,1695 MARKET ST,Delessio Market & Bakery,MARKET,SIDEWALK,2,4,,2004,0,37.772546,-122.421919,POINT (-122.421918794 37.772546004),1/29/2020 12:38,6/17/2024 10:17,Mission,6,32,1,10,20,89,,,32
12117,2739 GEARY BLVD,Nani's Coffee,GEARY,SIDEWALK,1,2,,2004,0,37.781966,-122.448479,POINT (-122.448478789 37.781966005),1/29/2020 12:38,6/17/2024 10:17,Lone Mountain/USF,2,12,7,4,18,74,,,12
13931,5400 Fulton Street,,Fulton Street,SIDEWALK,2,4,,2020,12,,,POINT (-122.489647816 37.772328786),12/31/2020 12:16,6/17/2024 10:17,Outer Richmond,1,8,8,4,29,56,,,8
10929,302 MONTCALM ST,residential,MONTCALM,SIDEWALK,1,2,,2006,0,37.745851,-122.409214,POINT (-122.409213799 37.745851005),1/29/2020 12:38,6/17/2024 10:17,Bernal Heights,9,60,9,2,2,189,,,60
11735,3988 18TH ST,Last Call bar,18TH,SIDEWALK,1,2,,2011,8,37.761187,-122.432547,POINT (-122.432547193 37.761187186),1/29/2020 12:38,6/17/2024 10:17,Castro/Upper Market,8,38,3,5,5,162,,,38
10306,815 HYDE ST,Hyde Street Wellness,HYDE,SIDEWALK,2,4,,2011,11,37.7885,-122.417243,POINT (-122.417242792 37.788500002),1/29/2020 12:38,6/17/2024 10:17,Nob Hill,3,50,6,3,21,11,,,50
10404,670 04TH ST,Walgreens,04TH,SIDEWALK,2,4,,0,0,37.777228,-122.395565,POINT (-122.395564797 37.777228002),1/29/2020 12:38,6/17/2024 10:17,South of Market,6,32,1,10,34,179,,,32
14210,4298 19th Street,,19th Street,SIDEWALK,4,8,,2021,4,,,POINT (-122.436931113 37.759172164),12/29/2021 16:46,6/17/2024 10:17,Castro/Upper Market,8,38,3,5,5,171,,,38
8909,1200 Valencia St,Mr. Liquor,Valencia Street,SIDEWALK,1,2,,2017,10,0,0,POINT (-122.421069601 37.753489291),1/29/2020 12:38,6/17/2024 10:17,Mission,9,53,3,5,20,176,,,53
14424,1477 California St,,California St,SIDEWALK,2,4,,2021,12,,,POINT (-122.418604632 37.790844952),12/29/2021 16:46,6/17/2024 10:17,Nob Hill,3,16,6,3,21,44,,,16
21128,2285 Mission,0,Mission Street,SIDEWALK,1,2,,2023,11,,,POINT (-122.419168334 37.760472009),11/13/2023 15:31,6/17/2024 10:17,Mission,9,53,3,2,20,177,,,53
10712,1223 TARAVAL ST,Liquor Locker,TARAVAL,SIDEWALK,1,2,,2010,0,37.742636999999995,-122.479324,POINT (-122.479323789 37.742637011),1/29/2020 12:38,6/17/2024 10:17,Sunset/Parkside,4,40,10,7,35,95,,,40
21337,38 Bryant Street,,Bryant Street,SIDEWALK,2,4,,2023,10,,,POINT (-122.388659992 37.787087789),11/13/2023 15:39,6/17/2024 10:17,Financial District/South Beach,6,30,1,10,8,25,,,30
11296,584 VALENCIA ST,Wo Hing General Store,VALENCIA,SIDEWALK,1,2,,0,0,37.763607,-122.422046,POINT (-122.422045795 37.763607005),1/29/2020 12:38,6/17/2024 10:17,Mission,9,37,3,5,20,178,,,37
13620,3420 Judah Street,Sunset Cantina,Judah Street,SIDEWALK,2,4,,2020,7,,,POINT (-122.498707334 37.760751709),6/19/2020 16:23,6/17/2024 10:17,Sunset/Parkside,4,39,10,7,35,104,,,39
10946,717 Battery Street,The Battery,BATTERY,ROADWAY,5,10,,2016,11,37.797813,-122.400983,POINT (-122.400983111 37.79781309),1/29/2020 12:38,6/17/2024 10:17,Financial District/South Beach,3,106,6,3,8,22,,,106
11639,3795 Balboa,Various,BALBOA,SIDEWALK,1,2,,2017,5,37.775552999999995,-122.499377,POINT (-122.499376741 37.775552661),1/29/2020 12:38,6/17/2024 10:17,Outer Richmond,1,8,8,4,29,145,,,8
20387,3161 Mission Street,Little Tree Preschool,Mission Street,SIDEWALK,1,2,,2022,6,,,POINT (-122.41927126 37.746561676),2/3/2023 15:09,6/17/2024 10:17,Bernal Heights,9,83,9,2,2,188,,,83
12221,1811 HAIGHT ST,Murio's Trophy Room,HAIGHT,SIDEWALK,2,4,,2015,1,37.769194999999996,-122.452167,POINT (-122.452166789 37.769195007),1/29/2020 12:38,6/17/2024 10:17,Haight Ashbury,5,25,7,11,3,91,,,25
12145,1701 OCTAVIA ST,Octavia,OCTAVIA,SIDEWALK,2,4,,2015,10,37.787865,-122.426953,POINT (-122.426952915 37.787865072),1/29/2020 12:38,6/17/2024 10:17,Pacific Heights,5,101,4,11,30,78,,,101
